파일이름	Subtitle	Machine Translation	Time	분	초
김씨네편의점_season01_07.xlsx	You teacher could learn lots from me.	말하지 말고, 그에게 말해요.	10:27	10	27
김씨네편의점_season01_07.xlsx	He teach you all wrong.	그러면 그렇게 할 수도 있어요.	10:29	10	29
김씨네편의점_season01_07.xlsx	Don't tell me, tell him.	아마 그래야 할 거예요.	10:32	10	32
김씨네편의점_season01_07.xlsx	Maybe I will.	자, 거버드.	10:34	10	34
김씨네편의점_season01_07.xlsx	Maybe you should.	어쩌면 당신이 그렇게 하는 게 좋을 거예요.	10:37	10	37
김씨네편의점_season01_07.xlsx	Come on, Gerald.	자, 제럴드.	10:40	10	40
김씨네편의점_season01_07.xlsx	I miss it, 'cause there's no real Koreatown in Vancouver.	그립네요, 밴쿠버에는 진짜 코리아타운이 없어서요.	10:50	10	50
김씨네편의점_season01_07.xlsx	I mean, there's a splash of it in the West End	물론, 웨스트 엔드에 조금은 있긴 하지만,	10:54	10	54
김씨네편의점_season01_07.xlsx	but we're all up in Coquitlam, Burnaby...	하지만 우리는 모두 코quit람, 버나비에...	10:57	10	57
김씨네편의점_season01_07.xlsx	-The 'burbs. -Yeah.	-외곽 지역. -맞아요.	10:59	10	59
김씨네편의점_season01_07.xlsx	Here seems like the same old.	여기랑 똑같네요.	11:02	11	02
김씨네편의점_season01_07.xlsx	Yeah, Koreatown is still Koreatown.	네, 코리아타운은 여전히 코리아타운이죠.	11:03	11	03
김씨네편의점_season01_07.xlsx	But North York is coming on strong.	하지만 노스욕이 점점 더 강해지고 있어요.	11:05	11	05
김씨네편의점_season01_07.xlsx	-Ah. North Koreatown. -Yeah.	-아. 북 코리아타운. -맞아요.	11:07	11	07
김씨네편의점_season01_07.xlsx	Though Persians are definitely moving in.	페르시아인들이 확실히 이사 오고 있네요.	11:10	11	10
김씨네편의점_season01_07.xlsx	Hey, is that crappy little strip mall still up there by Sheppard?	저기 셰퍼드 옆에 그 엉망진창인 작은 쇼핑몰 아직 있나요?	11:13	11	13
김씨네편의점_season01_07.xlsx	You mean the one where you almost got a tattoo?	거기서 당신이 거의 문신을 할 뻔했던 곳 말하는 거예요?	11:15	11	15
김씨네편의점_season01_07.xlsx	-What do you mean almost? -You're joking.	-무슨 소리예요? 거의 했다고요? -장난치시네요.	11:17	11	17
김씨네편의점_season01_07.xlsx	Am I?	그러세요?	11:20	11	20
김씨네편의점_season01_07.xlsx	-Good evening. -A table for Lee, Grace.	-안녕하세요. -이, 그레이스 테이블입니다.	11:23	11	23
김씨네편의점_season01_07.xlsx	Yes, your other guests have arrived.	네, 다른 손님들이 도착했습니다.	11:27	11	27
김씨네편의점_season01_07.xlsx	What are you doing here, Mom?	엄마, 여기 왜 오셨어요?	11:42	11	42
김씨네편의점_season01_07.xlsx	She always call me Mom when she is mad.	엄마가 화가 나면 항상 저를 엄마라고 부르죠.	11:44	11	44
김씨네편의점_season01_07.xlsx	How did you know we were gonna eat here, Umma?	어떻게 우리가 여기서 밥 먹을 거라고 아셨어요, 엄마?	11:46	11	46
김씨네편의점_season01_07.xlsx	-He always calls me Umma when he is... -Umma, please.	-그가 항상 엄마라고 부르는데... -엄마, 제발.	11:48	11	48
김씨네편의점_season01_07.xlsx	-Pastor Choi tell us. -How did Pastor Choi know?	-최 목사님이 말씀하셨어요. -최 목사님이 어떻게 알았죠?	11:52	11	52
김씨네편의점_season01_07.xlsx	-He say he hear from Eddie Chan. -Who's Eddie Chan?	-에디 찬이 들었다고 했대요. -에디 찬이 누구예요?	11:54	11	54
김씨네편의점_season01_07.xlsx	You know, Eddie Chan. He cleans up at the church.	아, 에디 찬. 교회 청소하는 사람이에요.	11:57	11	57
김씨네편의점_season01_07.xlsx	Eddie Chan.	에디 찬.	11:59	11	59
김씨네편의점_season01_07.xlsx	Eddie Chan also clean up at Number 1 Top Class Hair Salon.	에디 찬도 1번 탑 클래스 헤어 살롱 청소를 해요.	12:01	12	01
김씨네편의점_season01_07.xlsx	-Ah. -What?	-아. -뭐?	12:03	12	03
김씨네편의점_season01_07.xlsx	Kimchee's mom, Mrs. Han, owns Number 1 Top Class Hair Salon.	김치 엄마, 한 여사님이 1번 탑 클래스 헤어 살롱을 운영해요.	12:06	12	06
김씨네편의점_season01_07.xlsx	Look guys, no offence, but this is a private dinner.	얘들아, 기분 상하게 할 생각은 없는데, 이건 사적인 저녁 식사야.	12:10	12	10
김씨네편의점_season01_07.xlsx	Please. Listen for two second and then we go.	제발. 두 번만 들어주고 가요.	12:12	12	12
김씨네편의점_season01_07.xlsx	Long distance relationship is very hard for young people.	장거리 연애는 젊은이들에게 정말 힘들어.	12:20	12	20
김씨네편의점_season01_07.xlsx	But we is here to help in early time until you move to same city.	하지만 우리는 네가 같은 도시로 이사 갈 때까지 초기에 도와줄 거야.	12:24	12	24
김씨네편의점_season01_07.xlsx	Grace is a lawyer, make more money.	그레이스는 변호사라서 돈도 많이 벌어.	12:28	12	28
김씨네편의점_season01_07.xlsx	But she is not virgin anymore.	하지만 순결하진 않지.	12:30	12	30
김씨네편의점_season01_07.xlsx	-Umma! -And Jung is cool, fun guy.	-엄마! -그리고 정은 멋있고 재미있는 남자야.	12:32	12	32
김씨네편의점_season01_07.xlsx	But he is working at car rental.	하지만 렌터카 회사에서 일하고 있어.	12:35	12	35
김씨네편의점_season01_07.xlsx	So, it is good match we think.	그래서 우리 생각에는 좋은 매칭이야.	12:37	12	37
김씨네편의점_season01_07.xlsx	Every city have car rental so you can work.	어느 도시든 렌터카는 있으니 일할 수 있어.	12:40	12	40
김씨네편의점_season01_07.xlsx	Every city have crime, so you can work.	어느 도시든 범죄는 있으니 일할 수 있어.	12:43	12	43
김씨네편의점_season01_07.xlsx	This is what we each thinking.	이게 우리가 각자 생각하는 거야.	12:47	12	47
김씨네편의점_season01_07.xlsx	This is way over the line, Umma.	엄마, 이건 선을 너무 넘었어요.	12:49	12	49
김씨네편의점_season01_07.xlsx	This is why I moved to Vancouver. Because of this.	그래서 제가 밴쿠버로 이사 온 거예요. 바로 이런 이유 때문에요.	12:52	12	52
김씨네편의점_season01_07.xlsx	Sorry, Jung.	미안, 정아.	12:55	12	55
김씨네편의점_season01_07.xlsx	-Happy? -No.	-행복해? -아니.	12:57	12	57
김씨네편의점_season01_07.xlsx	Don't worry, I talk to Eddie Chan...	걱정 마, 에디 찬에게 이야기할게...	12:59	12	59
김씨네편의점_season01_07.xlsx	Don't talk to anybody, okay? We're done here.	아무에게도 이야기하지 마, 알겠어? 여기서는 끝났어.	13:01	13	01
김씨네편의점_season01_07.xlsx	Jung.	정아.	13:05	13	05
김씨네편의점_season01_07.xlsx	Lift arm higher. No, bend knee.	팔을 더 높이 들어 올려. 안 돼, 무릎을 굽혀.	13:20	13	20
김씨네편의점_season01_07.xlsx	Yeah. Good...	응. 좋아...	13:23	13	23
김씨네편의점_season01_07.xlsx	Mr. Kim, I'm not sure this is a good idea.	김 선생님, 이게 좋은 생각인지 잘 모르겠어요.	13:26	13	26
김씨네편의점_season01_07.xlsx	No, no, Gerald.	아니, 아니, 제럴드.	13:28	13	28
김씨네편의점_season01_07.xlsx	I think we all want to hear what we're doing wrong.	우리가 뭘 잘못하고 있는지 듣고 싶은 것 같아요.	13:29	13	29
김씨네편의점_season01_07.xlsx	Yeah.	응.	13:31	13	31
김씨네편의점_season01_07.xlsx	That's Master Yang.	저게 양 사부야.	13:34	13	34
김씨네편의점_season01_07.xlsx	Go on, Appa. Why don't you teach him a lesson in Hapkido?	그래, 아빠. 왜 그에게 합기도 레슨을 가르쳐 주지 않아요?	13:38	13	38
김씨네편의점_season01_07.xlsx	Why you tell to me your Hapkido teacher is art teacher?	왜 당신이 당신의 합기도 선생님이 미술 선생님이라고 말했는지?	13:41	13	41
김씨네편의점_season01_07.xlsx	Technically he's a martial art teacher.	기술적으로는 무술 선생님이시죠.	13:44	13	44
김씨네편의점_season01_07.xlsx	Why you not tell to me it's Master Yang?	왜 당신이 양 사부라고 말하지 않았는지?	13:46	13	46
김씨네편의점_season01_07.xlsx	You never asked 'cause you never ask.	당신이 묻지 않았으니까. 질문을 한 적이 없어요.	13:48	13	48
김씨네편의점_season01_07.xlsx	Your plan is going to backfire.	당신의 계획은 실패할 거예요.	13:51	13	51
김씨네편의점_season01_07.xlsx	How?	어떻게?	13:52	13	52
김씨네편의점_season01_07.xlsx	When he kill me, you have to take over store.	그가 나를 죽이면, 너는 가게를 인수해야 해.	13:53	13	53
김씨네편의점_season01_07.xlsx	JUNG: Grace.	정: 그레이스.	13:57	13	57
김씨네편의점_season01_07.xlsx	I knew this was a bad idea.	이게 나쁜 생각이라는 걸 알고 있었어.	13:59	13	59
김씨네편의점_season01_07.xlsx	Yeah.	응.	14:00	14	00
김씨네편의점_season01_07.xlsx	They're never gonna change.	그들은 절대 변하지 않을 거야.	14:01	14	01
김씨네편의점_season01_07.xlsx	No, but we still gotta eat. Don't we?	아니, 하지만 우리는 여전히 먹어야 해. 그렇지?	14:03	14	03
김씨네편의점_season01_07.xlsx	How 'bout some Jajangmyun. I know a place.	짜장면 어때? 아는 곳이 있어.	14:06	14	06
김씨네편의점_season01_07.xlsx	No.	아니.	14:09	14	09
김씨네편의점_season01_07.xlsx	I want the greasiest cheeseburger we can find,	우리가 찾을 수 있는 가장 기름진 치즈버거와	14:12	14	12
김씨네편의점_season01_07.xlsx	and this much poutine.	이만큼의 푸틴을 원해.	14:14	14	14
김씨네편의점_season01_07.xlsx	Wow, you really do want to make me throw up.	와, 정말 나를 토하게 만들고 싶구나.	14:16	14	16
김씨네편의점_season01_07.xlsx	That's just for me. Get your own.	그건 나를 위한 거야. 너는 너의 것을 가져.	14:18	14	18
김씨네편의점_season01_07.xlsx	You know who I am?	내가 누구인지 알아?	14:22	14	22
김씨네편의점_season01_07.xlsx	Yes, Master Yang.	응, 마스터 양.	14:23	14	23
김씨네편의점_season01_07.xlsx	We have a very important visitor today.	오늘 우리는 아주 중요한 손님이 있어.	14:28	14	28
김씨네편의점_season01_07.xlsx	Master Kim is going to demonstrate	김 사범님이	14:33	14	33
김씨네편의점_season01_07.xlsx	his Hapkido technique.	그의 합기도 기술을 시연할 거야.	14:35	14	35
김씨네편의점_season01_07.xlsx	Oh, no, no, no.	오, 아니, 아니, 아니.	14:37	14	37
김씨네편의점_season01_07.xlsx	Master Yang, I can't.	마스터 양, 나는 할 수 없어.	14:39	14	39
김씨네편의점_season01_07.xlsx	Please, I have too much respect for you.	부탁드려요. 존경이 너무 많아서요.	14:40	14	40
김씨네편의점_season01_07.xlsx	Troy.	트로이.	14:43	14	43
김씨네편의점_season01_07.xlsx	Assist Master Kim.	김 선생님을 도와주세요.	14:46	14	46
김씨네편의점_season01_07.xlsx	Okay, so, uh,	음, 그러니까,	14:53	14	53
김씨네편의점_season01_07.xlsx	I learn Hapkido when I was a little boy.	어렸을 때 합기도를 배웠어요.	14:55	14	55
김씨네편의점_season01_07.xlsx	I am rusty.	녹슬었네요.	15:00	15	00
김씨네편의점_season01_07.xlsx	You, come attack me.	자, 어서 날 공격해 보세요.	15:02	15	02
김씨네편의점_season01_07.xlsx	How do you want me to attack you?	어떻게 날 공격하고 싶은데요?	15:04	15	04
김씨네편의점_season01_07.xlsx	I don't know. Any kind you like.	모르겠어요. 아무렇게나.	15:06	15	06
김씨네편의점_season01_07.xlsx	Stop.	그만.	15:09	15	09
김씨네편의점_season01_07.xlsx	-Good luck, Appa. -Goodbye, Janet.	-아버지, 행운을 빌어요. -제인, 안녕히 가세요.	15:16	15	16
김씨네편의점_season01_07.xlsx	-Are you ready? -I ready.	-준비됐어요? -준비됐어.	15:24	15	24
김씨네편의점_season01_07.xlsx	-You don't look ready. -You don't look ready!	-준비가 안 되어 보이네. -너도 준비가 안 되어 보인다!	15:26	15	26
김씨네편의점_season01_07.xlsx	Sorry. Sorry. You okay?	죄송해요. 미안해요. 괜찮아요?	15:34	15	34
김씨네편의점_season01_07.xlsx	Yeah, I'm fine. (GROANS)	네, 괜찮아요. (신음 소리)	15:35	15	35
김씨네편의점_season01_07.xlsx	Very good. Everyone, stand up!	훌륭합니다. 모두 일어나세요!	15:43	15	43
김씨네편의점_season01_07.xlsx	(SPEAKING ENGLISH) Troy, warm up.	(영어로) 트로이, 스트레칭해.	15:53	15	53
김씨네편의점_season01_07.xlsx	-That was impressive.	-정말 인상적이네.	15:56	15	56
김씨네편의점_season01_07.xlsx	-Are you okay Appa? -Yeah, I'm okay.	-아빠 괜찮아? -응, 괜찮아.	15:57	15	57
김씨네편의점_season01_07.xlsx	I really didn't think he'd call you up there.	네가 무대에 올라올 줄은 정말 몰랐어.	16:00	16	00
김씨네편의점_season01_07.xlsx	(SPEAKING ENGLISH) Do you know what that means?	(영어로 말하는) 그게 무슨 뜻인지 알아?	16:08	16	08
김씨네편의점_season01_07.xlsx	The gist of it is, respect your dad.	대략적으로 말해서, 아빠를 존경해.	16:10	16	10
김씨네편의점_season01_07.xlsx	Understand?	알겠어?	16:15	16	15
김씨네편의점_season01_07.xlsx	Thank you for your demonstration, Mr. Kim.	김 선생님, 시범 보여주셔서 감사합니다.	16:19	16	19
김씨네편의점_season01_07.xlsx	Thank you for your kindness, Master Yang.	양 사부님, 친절에 감사드립니다.	16:22	16	22
김씨네편의점_season01_07.xlsx	Don't mess with my student or I mess with you.	내 학생을 건드리면, 내가 너를 건드려.	16:27	16	27
김씨네편의점_season01_07.xlsx	Okay.	알았어.	16:30	16	30
김씨네편의점_season01_07.xlsx	Thank you for coming, Mr. Kim.	김 선생님, 오셔서 감사합니다.	16:32	16	32
김씨네편의점_season01_07.xlsx	-Thank you. -(SPEAKING IN KOREAN)	-감사합니다. -(한국어로 말하는)	16:34	16	34
김씨네편의점_season01_07.xlsx	Jung? Hello?	정? 안녕?	16:48	16	48
김씨네편의점_season01_07.xlsx	-Jung? -Umma.	-정? -엄마.	16:50	16	50
김씨네편의점_season01_07.xlsx	-What are you doing here? -I feel terrible.	-여기서 뭐 해? -정말 끔찍해.	16:54	16	54
김씨네편의점_season01_07.xlsx	Forget it. Hey, Kimchee! In the shower!	잊어. 있잖아, 김치! 샤워해!	16:55	16	55
김씨네편의점_season01_07.xlsx	My Umma's here!	엄마가 왔어!	16:59	16	59
김씨네편의점_season01_07.xlsx	Jung.	정.	17:00	17	00
김씨네편의점_season01_07.xlsx	Am I good umma?	엄마 괜찮아?	17:02	17	02
김씨네편의점_season01_07.xlsx	I understand. I gotta go now.	알겠어. 이제 가야 해.	17:07	17	07
김씨네편의점_season01_07.xlsx	No, no. Umma...	아니, 아니. 엄마...	17:10	17	10
김씨네편의점_season01_07.xlsx	Hey, Ajuma.	어이, 아주머니.	17:14	17	14
김씨네편의점_season01_07.xlsx	You say he in shower.	걔 샤워하는대.	17:16	17	16
김씨네편의점_season01_07.xlsx	-I did. -I'm not.	-그러자. -아냐, 난.	17:18	17	18
김씨네편의점_season01_07.xlsx	Who in shower?	누가 샤워해?	17:21	17	21
김씨네편의점_season01_07.xlsx	-I don't know. -(DOOR OPENING)	-몰라. -(문 여는 소리)	17:22	17	22
김씨네편의점_season01_07.xlsx	You already know Umma.	엄마는 알잖아.	17:30	17	30
김씨네편의점_season01_07.xlsx	You remember Kimchee?	김치 기억나?	17:32	17	32
김씨네편의점_season01_07.xlsx	-Sure. -KIMCHEE: Hey.	-당연하지. -김치: 어이.	17:34	17	34
김씨네편의점_season01_07.xlsx	Hey. I'm just gonna go in here.	어이. 그냥 들어가 볼게.	17:36	17	36
김씨네편의점_season01_07.xlsx	Good idea.	좋은 생각이야.	17:39	17	39
김씨네편의점_season01_07.xlsx	I hope she didn't use my loofah.	내 수세미 안 썼으면 좋겠다.	17:41	17	41
김씨네편의점_season01_07.xlsx	I shed like a snake.	나는 뱀처럼 허물 벗는 애야.	17:42	17	42
김씨네편의점_season01_07.xlsx	So what's happening, huh? You moving to Vancouver?	그래서, 무슨 일이야? 밴쿠버로 이사 가?	17:44	17	44
김씨네편의점_season01_07.xlsx	No.	아니.	17:47	17	47
김씨네편의점_season01_07.xlsx	-You moving back? -GRACE: No.	-밴쿠버로 돌아가니? -그레이스: 아니.	17:50	17	50
김씨네편의점_season01_07.xlsx	Oh. It's Mrs. Lee.	아. 이선생님이야.	17:54	17	54
김씨네편의점_season01_07.xlsx	Go ahead. Take it. Tell her.	전화 받으세요. 받으세요. 그녀에게 말해요.	17:56	17	56
김씨네편의점_season01_07.xlsx	You know you want to.	네가 하고 싶어 한다는 거 알잖아.	18:00	18	00
